txn_id,amount,category,email,day
653,35.56,B,user653@example.com,2025-09-21
654,58.13,B,,2025-09-21
655,35.34,A,user655@example.com,2025-09-21
656,46.38,C,user656@example.com,2025-09-21
657,87.12,A,user657@example.com,2025-09-21
658,18.21,B,user658@example.com,2025-09-21
659,38.66,A,user659@example.com,2025-09-21
660,93.1,A,user660@example.com,2025-09-21
661,35.18,A,user661@example.com,2025-09-21
662,81.01,B,user662@example.com,2025-09-21
663,41.2,A,,2025-09-21
664,32.12,B,user664@example.com,2025-09-21
665,44.48,A,,2025-09-21
666,40.1,B,user666@example.com,2025-09-21
667,43.66,A,user667@example.com,2025-09-21
668,70.49,B,user668@example.com,2025-09-21
669,52.26,B,user669@example.com,2025-09-21
670,67.68,B,user670@example.com,2025-09-21
671,305.95,B,,2025-09-21
672,114.74,B,user672@example.com,2025-09-21
673,41.39,A,user673@example.com,2025-09-21
674,70.33,A,user674@example.com,2025-09-21
675,57.96,A,user675@example.com,2025-09-21
676,70.19,C,user676@example.com,2025-09-21
677,29.68,A,,2025-09-21
678,78.6,B,user678@example.com,2025-09-21
679,65.45,A,user679@example.com,2025-09-21
680,64.98,B,user680@example.com,2025-09-21
681,44.54,A,user681@example.com,2025-09-21
682,35.23,B,user682@example.com,2025-09-21
683,49.95,B,user683@example.com,2025-09-21
684,32.5,B,user684@example.com,2025-09-21
685,71.37,B,user685@example.com,2025-09-21
686,71.33,B,user686@example.com,2025-09-21
687,43.84,A,user687@example.com,2025-09-21
688,19.61,A,user688@example.com,2025-09-21
689,49.81,A,user689@example.com,2025-09-21
690,16.96,B,user690@example.com,2025-09-21
691,37.8,A,user691@example.com,2025-09-21
692,42.43,A,user692@example.com,2025-09-21
693,43.9,C,,2025-09-21
694,40.04,A,user694@example.com,2025-09-21
695,80.04,B,user695@example.com,2025-09-21
696,54.72,B,user696@example.com,2025-09-21
697,37.52,B,user697@example.com,2025-09-21
698,55.0,B,user698@example.com,2025-09-21
699,32.41,B,user699@example.com,2025-09-21
700,54.7,A,user700@example.com,2025-09-21
701,59.9,A,user701@example.com,2025-09-21
702,38.13,B,user702@example.com,2025-09-21
703,25.72,B,user703@example.com,2025-09-21
704,35.4,C,user704@example.com,2025-09-21
705,29.36,A,user705@example.com,2025-09-21
706,70.07,A,user706@example.com,2025-09-21
707,59.04,A,user707@example.com,2025-09-21
708,57.81,A,user708@example.com,2025-09-21
709,92.45,A,user709@example.com,2025-09-21
710,33.81,A,user710@example.com,2025-09-21
711,58.18,B,user711@example.com,2025-09-21
712,51.72,B,user712@example.com,2025-09-21
713,40.67,A,user713@example.com,2025-09-21
714,55.16,A,,2025-09-21
715,97.75,A,,2025-09-21
716,29.04,A,user716@example.com,2025-09-21
717,66.59,A,user717@example.com,2025-09-21
718,63.28,B,user718@example.com,2025-09-21
719,26.94,B,,2025-09-21
720,56.02,B,user720@example.com,2025-09-21
721,36.32,B,user721@example.com,2025-09-21
722,74.39,A,user722@example.com,2025-09-21
723,30.69,B,user723@example.com,2025-09-21
724,43.19,A,,2025-09-21
725,67.0,A,user725@example.com,2025-09-21
726,34.23,A,user726@example.com,2025-09-21
727,26.83,A,user727@example.com,2025-09-21
728,81.57,A,user728@example.com,2025-09-21
729,84.31,C,user729@example.com,2025-09-21
730,62.25,C,user730@example.com,2025-09-21
731,48.8,A,user731@example.com,2025-09-21
732,49.62,B,user732@example.com,2025-09-21
733,35.48,B,,2025-09-21
734,49.87,A,user734@example.com,2025-09-21
735,60.73,B,,2025-09-21
736,32.15,B,,2025-09-21
737,59.58,A,user737@example.com,2025-09-21
738,28.03,A,user738@example.com,2025-09-21
739,80.26,B,user739@example.com,2025-09-21
740,54.28,A,user740@example.com,2025-09-21
741,71.93,A,user741@example.com,2025-09-21
742,45.35,A,user742@example.com,2025-09-21
743,66.49,C,user743@example.com,2025-09-21
744,22.8,A,user744@example.com,2025-09-21
745,85.56,A,user745@example.com,2025-09-21
746,21.1,B,user746@example.com,2025-09-21
747,56.82,C,user747@example.com,2025-09-21
748,41.01,C,,2025-09-21
749,46.78,A,user749@example.com,2025-09-21
750,33.42,A,user750@example.com,2025-09-21
751,32.1,B,user751@example.com,2025-09-21
752,61.21,B,user752@example.com,2025-09-21
753,68.8,A,user753@example.com,2025-09-21
754,42.7,B,user754@example.com,2025-09-21
755,70.56,B,user755@example.com,2025-09-21
756,27.43,A,user756@example.com,2025-09-21
757,39.11,A,user757@example.com,2025-09-21
758,84.36,A,user758@example.com,2025-09-21
759,64.68,A,user759@example.com,2025-09-21
760,33.42,A,user760@example.com,2025-09-21
761,68.8,A,user761@example.com,2025-09-21
762,46.82,C,user762@example.com,2025-09-21
763,58.31,A,user763@example.com,2025-09-21
764,177.64,A,user764@example.com,2025-09-21
765,53.91,C,user765@example.com,2025-09-21
766,21.14,A,,2025-09-21
767,34.84,C,user767@example.com,2025-09-21
768,62.34,A,,2025-09-21
769,44.87,A,user769@example.com,2025-09-21
770,41.94,B,,2025-09-21
771,27.79,B,user771@example.com,2025-09-21
772,38.26,A,user772@example.com,2025-09-21
773,63.35,A,,2025-09-21
774,35.38,A,,2025-09-21
775,56.48,A,user775@example.com,2025-09-21
776,53.93,C,user776@example.com,2025-09-21
777,71.03,A,user777@example.com,2025-09-21
778,35.41,A,user778@example.com,2025-09-21
779,43.22,A,user779@example.com,2025-09-21
780,41.15,B,user780@example.com,2025-09-21
781,36.43,A,user781@example.com,2025-09-21
782,60.14,B,user782@example.com,2025-09-21
783,47.02,B,user783@example.com,2025-09-21
784,89.17,B,user784@example.com,2025-09-21
785,51.35,A,user785@example.com,2025-09-21
786,91.36,A,user786@example.com,2025-09-21
787,60.13,A,,2025-09-21
788,47.48,A,user788@example.com,2025-09-21
789,64.97,B,,2025-09-21
790,60.83,A,user790@example.com,2025-09-21
791,39.11,A,user791@example.com,2025-09-21
792,49.47,A,user792@example.com,2025-09-21
793,91.27,B,user793@example.com,2025-09-21
794,97.19,A,user794@example.com,2025-09-21
795,56.46,A,user795@example.com,2025-09-21
796,66.05,A,user796@example.com,2025-09-21
797,50.28,A,user797@example.com,2025-09-21
798,87.53,A,user798@example.com,2025-09-21
799,55.56,A,user799@example.com,2025-09-21
800,93.47,B,user800@example.com,2025-09-21
801,71.14,B,user801@example.com,2025-09-21
802,44.22,A,user802@example.com,2025-09-21
803,28.8,A,user803@example.com,2025-09-21
804,113.34,A,user804@example.com,2025-09-21
805,69.18,A,user805@example.com,2025-09-21
806,61.36,C,user806@example.com,2025-09-21
807,63.7,B,user807@example.com,2025-09-21
808,83.22,B,user808@example.com,2025-09-21
809,42.19,A,,2025-09-21
810,70.09,A,user810@example.com,2025-09-21
811,57.49,A,user811@example.com,2025-09-21
812,42.33,B,user812@example.com,2025-09-21
813,27.59,A,user813@example.com,2025-09-21
814,58.55,B,user814@example.com,2025-09-21
815,45.33,B,user815@example.com,2025-09-21
816,62.79,B,user816@example.com,2025-09-21
817,54.07,A,user817@example.com,2025-09-21
818,47.83,B,user818@example.com,2025-09-21
819,42.92,B,user819@example.com,2025-09-21
820,60.47,B,user820@example.com,2025-09-21
821,70.7,B,,2025-09-21
822,65.87,A,user822@example.com,2025-09-21
823,31.89,A,user823@example.com,2025-09-21
824,40.93,A,user824@example.com,2025-09-21
825,35.42,A,user825@example.com,2025-09-21
826,45.22,C,,2025-09-21
827,61.52,A,user827@example.com,2025-09-21
828,49.93,A,user828@example.com,2025-09-21
829,53.76,A,user829@example.com,2025-09-21
830,68.64,A,,2025-09-21
831,72.21,A,user831@example.com,2025-09-21
832,92.77,A,user832@example.com,2025-09-21
833,35.88,A,user833@example.com,2025-09-21
834,63.56,B,user834@example.com,2025-09-21
835,39.54,B,user835@example.com,2025-09-21
836,43.54,A,user836@example.com,2025-09-21
837,33.05,C,user837@example.com,2025-09-21
838,47.88,C,user838@example.com,2025-09-21
839,95.77,A,user839@example.com,2025-09-21
840,37.78,A,user840@example.com,2025-09-21
841,69.33,C,,2025-09-21
842,47.83,A,,2025-09-21
843,202.1,B,,2025-09-21
844,34.67,A,user844@example.com,2025-09-21
845,86.11,A,,2025-09-21
846,107.37,A,user846@example.com,2025-09-21
847,56.21,B,user847@example.com,2025-09-21
848,38.92,A,user848@example.com,2025-09-21
849,40.54,B,user849@example.com,2025-09-21
850,85.68,A,user850@example.com,2025-09-21
851,68.77,B,user851@example.com,2025-09-21
852,40.39,A,user852@example.com,2025-09-21
853,52.12,A,user853@example.com,2025-09-21
854,81.63,A,user854@example.com,2025-09-21
855,67.8,A,user855@example.com,2025-09-21
856,45.03,C,user856@example.com,2025-09-21
857,52.92,A,user857@example.com,2025-09-21
858,62.08,C,user858@example.com,2025-09-21
859,47.9,A,user859@example.com,2025-09-21
860,64.43,A,user860@example.com,2025-09-21
861,29.86,B,user861@example.com,2025-09-21
862,79.42,C,user862@example.com,2025-09-21
863,63.44,A,user863@example.com,2025-09-21
864,54.72,B,user864@example.com,2025-09-21
865,22.22,A,user865@example.com,2025-09-21
866,90.22,B,user866@example.com,2025-09-21
867,35.1,A,user867@example.com,2025-09-21
868,69.78,A,user868@example.com,2025-09-21
869,87.84,A,user869@example.com,2025-09-21
870,95.3,A,user870@example.com,2025-09-21
871,44.11,A,user871@example.com,2025-09-21
872,46.29,C,user872@example.com,2025-09-21
873,54.63,B,,2025-09-21
874,34.93,A,user874@example.com,2025-09-21
875,32.08,B,user875@example.com,2025-09-21
876,113.75,A,,2025-09-21
877,57.26,A,,2025-09-21
878,240.48,B,,2025-09-21
879,35.67,A,,2025-09-21
880,68.21,A,user880@example.com,2025-09-21
881,229.44,A,user881@example.com,2025-09-21
882,45.6,C,,2025-09-21
883,50.53,A,user883@example.com,2025-09-21
884,37.69,A,user884@example.com,2025-09-21
885,79.15,C,user885@example.com,2025-09-21
886,29.72,A,user886@example.com,2025-09-21
887,51.61,A,user887@example.com,2025-09-21
888,78.14,A,user888@example.com,2025-09-21
889,78.03,A,user889@example.com,2025-09-21
890,58.82,A,user890@example.com,2025-09-21
891,73.05,A,user891@example.com,2025-09-21
892,29.85,B,user892@example.com,2025-09-21
893,46.08,A,user893@example.com,2025-09-21
894,41.96,A,user894@example.com,2025-09-21
895,60.64,A,,2025-09-21
896,49.02,A,user896@example.com,2025-09-21
897,59.36,A,user897@example.com,2025-09-21
898,38.77,B,user898@example.com,2025-09-21
899,46.95,A,user899@example.com,2025-09-21
900,85.33,A,user900@example.com,2025-09-21
901,43.99,C,user901@example.com,2025-09-21
902,43.3,A,user902@example.com,2025-09-21
903,68.1,A,,2025-09-21
904,29.17,C,,2025-09-21
905,63.09,B,user905@example.com,2025-09-21
906,31.83,A,user906@example.com,2025-09-21
907,40.35,B,user907@example.com,2025-09-21
908,58.31,A,user908@example.com,2025-09-21
909,52.23,B,user909@example.com,2025-09-21
910,71.79,A,,2025-09-21
911,31.72,B,user911@example.com,2025-09-21
912,61.32,A,,2025-09-21
913,50.33,A,user913@example.com,2025-09-21
914,52.6,A,,2025-09-21
915,63.14,A,user915@example.com,2025-09-21
916,49.89,B,user916@example.com,2025-09-21
917,36.67,B,user917@example.com,2025-09-21
918,63.0,A,user918@example.com,2025-09-21
919,75.28,B,user919@example.com,2025-09-21
920,92.66,B,user920@example.com,2025-09-21
921,43.36,A,,2025-09-21
922,56.18,A,user922@example.com,2025-09-21
923,26.92,A,user923@example.com,2025-09-21
924,36.24,A,user924@example.com,2025-09-21
925,27.84,B,user925@example.com,2025-09-21
926,53.65,A,user926@example.com,2025-09-21
927,49.12,B,,2025-09-21
928,76.57,A,user928@example.com,2025-09-21
929,40.67,C,user929@example.com,2025-09-21
930,51.61,A,user930@example.com,2025-09-21
931,46.35,A,user931@example.com,2025-09-21
932,65.88,A,user932@example.com,2025-09-21
933,35.85,A,user933@example.com,2025-09-21
934,63.26,C,,2025-09-21
935,81.59,A,,2025-09-21
936,49.77,B,user936@example.com,2025-09-21
937,32.37,A,,2025-09-21
938,33.06,A,user938@example.com,2025-09-21
939,33.6,A,user939@example.com,2025-09-21
940,60.17,B,user940@example.com,2025-09-21
941,78.4,A,user941@example.com,2025-09-21
942,101.03,A,user942@example.com,2025-09-21
943,44.01,A,user943@example.com,2025-09-21
944,62.02,A,user944@example.com,2025-09-21
945,45.36,A,user945@example.com,2025-09-21
946,31.87,B,user946@example.com,2025-09-21
947,34.28,A,user947@example.com,2025-09-21
948,52.87,C,user948@example.com,2025-09-21
949,28.57,A,user949@example.com,2025-09-21
950,37.54,A,user950@example.com,2025-09-21
951,30.75,A,user951@example.com,2025-09-21
952,29.8,A,user952@example.com,2025-09-21
953,37.2,A,user953@example.com,2025-09-21
954,31.4,A,user954@example.com,2025-09-21
955,59.31,A,user955@example.com,2025-09-21
956,69.88,A,user956@example.com,2025-09-21
957,91.45,B,user957@example.com,2025-09-21
958,97.81,C,user958@example.com,2025-09-21
959,107.57,B,user959@example.com,2025-09-21
960,64.67,A,user960@example.com,2025-09-21
961,27.35,B,user961@example.com,2025-09-21
962,42.25,B,user962@example.com,2025-09-21
963,65.79,A,user963@example.com,2025-09-21
964,46.18,B,user964@example.com,2025-09-21
965,36.89,B,user965@example.com,2025-09-21
966,44.85,A,user966@example.com,2025-09-21
967,57.94,A,user967@example.com,2025-09-21
968,53.67,C,user968@example.com,2025-09-21
969,53.72,A,user969@example.com,2025-09-21
970,34.82,B,user970@example.com,2025-09-21
971,23.66,B,user971@example.com,2025-09-21
972,47.22,A,,2025-09-21
973,33.38,A,user973@example.com,2025-09-21
974,32.03,B,user974@example.com,2025-09-21
975,41.01,B,user975@example.com,2025-09-21
976,39.17,A,user976@example.com,2025-09-21
977,42.21,A,user977@example.com,2025-09-21
978,35.21,C,user978@example.com,2025-09-21
979,55.02,A,user979@example.com,2025-09-21
980,59.18,A,,2025-09-21
981,78.41,A,user981@example.com,2025-09-21
982,60.19,A,user982@example.com,2025-09-21
983,35.54,A,user983@example.com,2025-09-21
984,40.38,A,user984@example.com,2025-09-21
985,46.69,A,user985@example.com,2025-09-21
986,42.29,C,user986@example.com,2025-09-21
987,37.68,B,user987@example.com,2025-09-21
988,16.01,C,user988@example.com,2025-09-21
989,49.49,B,user989@example.com,2025-09-21
990,39.84,B,user990@example.com,2025-09-21
991,45.45,B,user991@example.com,2025-09-21
992,48.06,A,user992@example.com,2025-09-21
993,43.83,A,user993@example.com,2025-09-21
994,44.13,A,user994@example.com,2025-09-21
995,68.01,A,user995@example.com,2025-09-21
996,59.95,A,user996@example.com,2025-09-21
997,44.55,A,user997@example.com,2025-09-21
998,55.91,A,user998@example.com,2025-09-21
999,42.5,A,,2025-09-21
1000,61.98,B,,2025-09-21
1001,31.57,B,,2025-09-21
1002,73.74,A,,2025-09-21
1003,59.95,A,user1003@example.com,2025-09-21
1004,59.28,B,user1004@example.com,2025-09-21
1005,56.34,C,user1005@example.com,2025-09-21
1006,62.74,A,user1006@example.com,2025-09-21
1007,90.46,A,user1007@example.com,2025-09-21
1008,48.8,A,user1008@example.com,2025-09-21
1009,107.73,B,user1009@example.com,2025-09-21
1010,34.11,A,user1010@example.com,2025-09-21
1011,65.7,B,user1011@example.com,2025-09-21
1012,20.77,B,,2025-09-21
1013,314.13,A,user1013@example.com,2025-09-21
1014,65.2,A,user1014@example.com,2025-09-21
1015,73.28,B,user1015@example.com,2025-09-21
1016,67.82,A,,2025-09-21
1017,42.85,B,user1017@example.com,2025-09-21
1018,68.14,A,,2025-09-21
1019,63.29,C,user1019@example.com,2025-09-21
1020,82.47,A,user1020@example.com,2025-09-21
1021,47.64,A,user1021@example.com,2025-09-21
1022,81.87,A,user1022@example.com,2025-09-21
1023,73.81,A,,2025-09-21
1024,38.36,A,user1024@example.com,2025-09-21
1025,37.24,C,user1025@example.com,2025-09-21
1026,66.81,A,,2025-09-21
1027,67.72,B,,2025-09-21
1028,78.35,A,user1028@example.com,2025-09-21
1029,52.43,B,user1029@example.com,2025-09-21
1030,65.13,B,user1030@example.com,2025-09-21
1031,122.42,A,user1031@example.com,2025-09-21
1032,49.55,A,user1032@example.com,2025-09-21
1033,60.95,A,user1033@example.com,2025-09-21
1034,42.14,A,user1034@example.com,2025-09-21
1035,80.97,A,,2025-09-21
1036,59.01,B,user1036@example.com,2025-09-21
1037,45.38,A,user1037@example.com,2025-09-21
1038,49.1,B,user1038@example.com,2025-09-21
1039,44.99,A,user1039@example.com,2025-09-21
1040,44.96,C,user1040@example.com,2025-09-21
1041,43.11,A,user1041@example.com,2025-09-21
1042,60.81,A,user1042@example.com,2025-09-21
1043,37.4,A,user1043@example.com,2025-09-21
1044,73.58,B,user1044@example.com,2025-09-21
1045,53.08,B,user1045@example.com,2025-09-21
1046,52.39,B,user1046@example.com,2025-09-21
1047,52.65,A,user1047@example.com,2025-09-21
1048,57.14,B,user1048@example.com,2025-09-21
1049,31.94,A,user1049@example.com,2025-09-21
1050,54.63,B,user1050@example.com,2025-09-21
1051,43.25,A,,2025-09-21
1052,115.85,C,user1052@example.com,2025-09-21
1053,67.21,B,user1053@example.com,2025-09-21
1054,54.77,B,user1054@example.com,2025-09-21
1055,51.9,A,user1055@example.com,2025-09-21
1056,115.84,C,user1056@example.com,2025-09-21
1057,24.21,B,user1057@example.com,2025-09-21
1058,55.63,A,user1058@example.com,2025-09-21
1059,52.49,B,user1059@example.com,2025-09-21
1060,30.42,A,user1060@example.com,2025-09-21
1061,74.0,A,user1061@example.com,2025-09-21
1062,52.74,A,,2025-09-21
1063,159.08,B,user1063@example.com,2025-09-21
1064,45.61,B,user1064@example.com,2025-09-21
1065,86.72,A,user1065@example.com,2025-09-21
1066,38.44,A,user1066@example.com,2025-09-21
1067,71.17,B,user1067@example.com,2025-09-21
1068,92.02,A,user1068@example.com,2025-09-21
1069,60.96,C,user1069@example.com,2025-09-21
1070,39.18,B,user1070@example.com,2025-09-21
1071,335.27,C,user1071@example.com,2025-09-21
1072,54.91,B,,2025-09-21
1073,74.75,A,user1073@example.com,2025-09-21
1074,129.6,A,user1074@example.com,2025-09-21
1075,34.05,A,user1075@example.com,2025-09-21
1076,70.12,B,user1076@example.com,2025-09-21
1077,65.11,A,user1077@example.com,2025-09-21
1078,57.6,A,user1078@example.com,2025-09-21
1079,65.62,A,,2025-09-21
1080,26.43,A,user1080@example.com,2025-09-21
1081,36.43,A,user1081@example.com,2025-09-21
1082,47.94,A,,2025-09-21
1083,96.36,A,,2025-09-21
1084,42.3,A,,2025-09-21
1085,46.14,C,,2025-09-21
1086,52.9,A,user1086@example.com,2025-09-21
1087,31.73,A,user1087@example.com,2025-09-21
1088,46.11,A,user1088@example.com,2025-09-21
1089,39.43,A,user1089@example.com,2025-09-21
1090,24.35,B,user1090@example.com,2025-09-21
1091,21.51,B,user1091@example.com,2025-09-21
1092,46.7,A,user1092@example.com,2025-09-21
1093,53.65,B,user1093@example.com,2025-09-21
1094,46.27,A,,2025-09-21
1095,35.46,A,user1095@example.com,2025-09-21
1096,64.83,A,user1096@example.com,2025-09-21
1097,27.96,B,user1097@example.com,2025-09-21
1098,49.9,C,user1098@example.com,2025-09-21
1099,44.1,B,user1099@example.com,2025-09-21
1100,40.42,A,user1100@example.com,2025-09-21
1101,65.41,A,user1101@example.com,2025-09-21
1102,94.77,A,user1102@example.com,2025-09-21
1103,35.34,A,user1103@example.com,2025-09-21
1104,32.86,A,,2025-09-21
1105,47.43,A,user1105@example.com,2025-09-21
1106,84.15,A,user1106@example.com,2025-09-21
1107,43.22,A,user1107@example.com,2025-09-21
1108,83.89,B,user1108@example.com,2025-09-21
1109,43.97,A,user1109@example.com,2025-09-21
1110,54.5,A,,2025-09-21
1111,49.13,C,user1111@example.com,2025-09-21
1112,77.56,B,user1112@example.com,2025-09-21
1113,56.42,B,user1113@example.com,2025-09-21
1114,52.44,A,user1114@example.com,2025-09-21
1115,37.43,A,user1115@example.com,2025-09-21
1116,32.57,A,,2025-09-21
1117,48.38,A,user1117@example.com,2025-09-21
1118,80.69,B,user1118@example.com,2025-09-21
1119,36.18,B,user1119@example.com,2025-09-21
1120,69.18,A,user1120@example.com,2025-09-21
1121,48.04,B,user1121@example.com,2025-09-21
1122,40.65,B,user1122@example.com,2025-09-21
1123,46.57,A,,2025-09-21
1124,93.96,A,,2025-09-21
1125,85.32,A,user1125@example.com,2025-09-21
1126,41.56,A,user1126@example.com,2025-09-21
1127,42.24,B,user1127@example.com,2025-09-21
1128,56.01,A,user1128@example.com,2025-09-21
1129,76.66,A,user1129@example.com,2025-09-21
1130,42.23,A,user1130@example.com,2025-09-21
1131,34.44,A,user1131@example.com,2025-09-21
1132,60.16,B,user1132@example.com,2025-09-21
1133,32.83,B,user1133@example.com,2025-09-21
1134,73.34,A,user1134@example.com,2025-09-21
1135,38.16,B,user1135@example.com,2025-09-21
1136,39.41,A,user1136@example.com,2025-09-21
1137,91.45,B,user1137@example.com,2025-09-21
1138,282.69,B,user1138@example.com,2025-09-21
1139,74.71,B,user1139@example.com,2025-09-21
1140,44.41,B,user1140@example.com,2025-09-21
1141,34.78,B,,2025-09-21
1142,48.96,A,user1142@example.com,2025-09-21
1143,44.69,A,user1143@example.com,2025-09-21
1144,44.48,A,user1144@example.com,2025-09-21
1145,44.52,A,user1145@example.com,2025-09-21
1146,41.68,B,user1146@example.com,2025-09-21
1147,26.32,A,,2025-09-21
1148,41.55,B,user1148@example.com,2025-09-21
1149,103.24,B,user1149@example.com,2025-09-21
1150,20.84,A,user1150@example.com,2025-09-21
1151,40.79,A,user1151@example.com,2025-09-21
1152,68.8,A,,2025-09-21
1153,39.76,C,user1153@example.com,2025-09-21
1154,51.27,A,user1154@example.com,2025-09-21
1155,44.04,B,user1155@example.com,2025-09-21
1156,77.83,A,user1156@example.com,2025-09-21
1157,41.78,A,user1157@example.com,2025-09-21
1158,56.99,A,user1158@example.com,2025-09-21
1159,43.77,A,user1159@example.com,2025-09-21
1160,32.18,B,,2025-09-21
1161,31.36,B,user1161@example.com,2025-09-21
1162,32.94,A,,2025-09-21
1163,70.27,A,user1163@example.com,2025-09-21
1164,43.17,A,user1164@example.com,2025-09-21
1165,73.46,B,user1165@example.com,2025-09-21
1166,25.03,A,user1166@example.com,2025-09-21
1167,64.58,A,user1167@example.com,2025-09-21
1168,79.55,A,user1168@example.com,2025-09-21
1169,39.41,A,user1169@example.com,2025-09-21
1170,63.89,A,user1170@example.com,2025-09-21
1171,77.2,B,user1171@example.com,2025-09-21
1172,46.24,C,user1172@example.com,2025-09-21
1173,187.68,B,user1173@example.com,2025-09-21
1174,71.78,B,user1174@example.com,2025-09-21
1175,29.4,A,user1175@example.com,2025-09-21
1176,38.81,A,user1176@example.com,2025-09-21
1177,47.85,A,user1177@example.com,2025-09-21
1178,42.55,B,user1178@example.com,2025-09-21
1179,22.85,B,user1179@example.com,2025-09-21
1180,76.85,A,user1180@example.com,2025-09-21
1181,33.43,A,user1181@example.com,2025-09-21
1182,61.33,A,user1182@example.com,2025-09-21
1183,39.54,A,,2025-09-21
1184,70.36,A,user1184@example.com,2025-09-21
1185,72.81,A,user1185@example.com,2025-09-21
1186,28.83,A,,2025-09-21
1187,43.21,A,,2025-09-21
1188,44.9,A,user1188@example.com,2025-09-21
1189,32.47,A,user1189@example.com,2025-09-21
1190,34.21,A,,2025-09-21
1191,57.35,B,user1191@example.com,2025-09-21
1192,40.03,C,user1192@example.com,2025-09-21
1193,56.22,A,user1193@example.com,2025-09-21
1194,46.55,A,,2025-09-21
1195,30.64,C,,2025-09-21
1196,62.41,C,user1196@example.com,2025-09-21
1197,36.25,B,,2025-09-21
1198,32.8,A,user1198@example.com,2025-09-21
1199,34.19,A,user1199@example.com,2025-09-21
1200,44.04,A,user1200@example.com,2025-09-21
1201,61.12,A,user1201@example.com,2025-09-21
1202,55.77,B,user1202@example.com,2025-09-21
1203,48.35,A,user1203@example.com,2025-09-21
1204,54.91,A,user1204@example.com,2025-09-21
1205,43.42,B,user1205@example.com,2025-09-21
1206,49.0,A,user1206@example.com,2025-09-21
1207,40.66,A,user1207@example.com,2025-09-21
1208,43.47,A,,2025-09-21
1209,32.53,A,user1209@example.com,2025-09-21
1210,23.6,B,user1210@example.com,2025-09-21
1211,58.3,A,user1211@example.com,2025-09-21
1212,61.83,A,user1212@example.com,2025-09-21
1213,46.17,C,user1213@example.com,2025-09-21
1214,74.52,B,user1214@example.com,2025-09-21
1215,52.84,A,user1215@example.com,2025-09-21
1216,62.35,A,user1216@example.com,2025-09-21
1217,69.26,A,user1217@example.com,2025-09-21
1218,53.24,B,user1218@example.com,2025-09-21
1219,59.39,A,user1219@example.com,2025-09-21
1220,54.31,B,user1220@example.com,2025-09-21
1221,44.01,C,user1221@example.com,2025-09-21
1222,32.09,B,,2025-09-21
1223,42.33,B,user1223@example.com,2025-09-21
1224,40.83,A,user1224@example.com,2025-09-21
1225,22.64,B,user1225@example.com,2025-09-21
1226,46.64,A,user1226@example.com,2025-09-21
1227,36.08,B,,2025-09-21
1228,57.08,B,user1228@example.com,2025-09-21
1229,40.25,A,,2025-09-21
1230,48.82,A,user1230@example.com,2025-09-21
1231,80.76,A,user1231@example.com,2025-09-21
1232,41.84,A,user1232@example.com,2025-09-21
1233,39.59,B,user1233@example.com,2025-09-21
1234,44.25,B,user1234@example.com,2025-09-21
1235,23.57,B,user1235@example.com,2025-09-21
1236,37.17,B,user1236@example.com,2025-09-21
1237,42.07,C,user1237@example.com,2025-09-21
1238,38.19,B,,2025-09-21
1239,41.45,C,user1239@example.com,2025-09-21
1240,81.38,B,user1240@example.com,2025-09-21
1241,28.46,A,,2025-09-21
1242,55.39,C,user1242@example.com,2025-09-21
1243,268.61,B,user1243@example.com,2025-09-21
1244,43.98,C,user1244@example.com,2025-09-21
1245,69.39,B,,2025-09-21
1246,85.34,A,user1246@example.com,2025-09-21
1247,28.59,C,user1247@example.com,2025-09-21
1248,41.46,A,,2025-09-21
1249,36.91,A,user1249@example.com,2025-09-21
1250,32.48,A,user1250@example.com,2025-09-21
1251,61.47,A,user1251@example.com,2025-09-21
1252,41.37,A,,2025-09-21
1253,43.76,B,user1253@example.com,2025-09-21
1254,50.96,B,user1254@example.com,2025-09-21
1255,68.86,C,user1255@example.com,2025-09-21
1256,28.03,A,user1256@example.com,2025-09-21
1257,31.57,A,,2025-09-21
1258,49.23,C,user1258@example.com,2025-09-21
1259,62.65,B,user1259@example.com,2025-09-21
1260,62.56,A,user1260@example.com,2025-09-21
1261,64.58,B,user1261@example.com,2025-09-21
1262,37.62,A,user1262@example.com,2025-09-21
1263,26.74,A,user1263@example.com,2025-09-21
1264,35.11,A,user1264@example.com,2025-09-21
1265,62.95,B,user1265@example.com,2025-09-21
1266,46.61,A,user1266@example.com,2025-09-21
1267,42.23,A,,2025-09-21
1268,71.99,A,user1268@example.com,2025-09-21
1269,54.42,B,user1269@example.com,2025-09-21
1270,49.71,B,user1270@example.com,2025-09-21
1271,81.18,A,user1271@example.com,2025-09-21
1272,69.48,A,user1272@example.com,2025-09-21
1273,38.48,A,user1273@example.com,2025-09-21
1274,42.96,A,user1274@example.com,2025-09-21
1275,39.3,A,user1275@example.com,2025-09-21
1276,45.18,A,user1276@example.com,2025-09-21
1277,18.91,A,user1277@example.com,2025-09-21
1278,50.28,A,user1278@example.com,2025-09-21
1279,51.67,A,user1279@example.com,2025-09-21
1280,48.44,B,user1280@example.com,2025-09-21
1281,35.24,B,user1281@example.com,2025-09-21
1282,53.21,A,user1282@example.com,2025-09-21
1283,63.27,B,,2025-09-21
1284,254.29,B,user1284@example.com,2025-09-21
1285,72.89,A,user1285@example.com,2025-09-21
1286,26.56,B,user1286@example.com,2025-09-21
1287,49.98,A,user1287@example.com,2025-09-21
1288,66.49,C,user1288@example.com,2025-09-21
1289,64.79,B,user1289@example.com,2025-09-21
